program_name,attempt_number,provider,model,start_time,end_time,duration_seconds,prompt_summary,llm_output,parsed_rf,check_status,counterexample,tokens_used,empty_output_reason
Collatzbounded,6,openrouter,openai/gpt-5-mini,2026-03-16T06:50:57.438833,2026-03-16T06:51:53.461468,56.022635,"vars=['y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(y - 1), ReLU(340148 - y)]","[ReLU(y - 1), ReLU(340148 - y)]",NO,"{
  ""y"": 340149
}",5453,
Collatzbounded,7,openrouter,openai/gpt-5-mini,2026-03-16T06:51:57.218949,2026-03-16T06:53:49.668081,112.449132,"vars=['y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(1), ReLU(340150 - 3*y), ReLU(y)]","[ReLU(1), ReLU(340150 - 3*y), ReLU(y)]",NO,"{
  ""y"": 113385
}",9919,
Collatzbounded,8,openrouter,openai/gpt-5-mini,2026-03-16T06:53:53.398242,2026-03-16T06:55:01.736910,68.338668,"vars=['y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(113383 - y)],[ReLU(113383 - y)],NO,"{
  ""y"": 113385
}",6885,
Collatzbounded,9,openrouter,openai/gpt-5-mini,2026-03-16T06:55:06.489964,2026-03-16T06:56:16.277396,69.787432,"vars=['y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(113383 - y), ReLU(y - 1)]","[ReLU(113383 - y), ReLU(y - 1)]",NO,"{
  ""y"": 113384
}",6837,
Collatzbounded,10,openrouter,openai/gpt-5-mini,2026-03-16T06:56:20.357855,2026-03-16T06:57:15.225303,54.867448,"vars=['y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(226766 - 2*y)],[ReLU(226766 - 2*y)],NO,"{
  ""y"": 113385
}",5809,
Copenhagen,1,openrouter,openai/gpt-5-mini,2026-03-16T06:57:19.224344,2026-03-16T06:57:29.410392,10.186048,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + y + 1)],[ReLU(x + y + 1)],YES,,2252,
Copenhagendisj2,1,openrouter,openai/gpt-5-mini,2026-03-16T06:57:33.161853,2026-03-16T06:58:22.558706,49.396853,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x + y + 1), ReLU(x + 1) + ReLU(y + 1)]","[ReLU(x + y + 1), ReLU(x + 1) + ReLU(y + 1)]",YES,,5077,
Gothenburg1,1,openrouter,openai/gpt-5-mini,2026-03-16T06:58:26.829876,2026-03-16T06:58:42.448008,15.618132,"vars=['a', 'b', 'x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(1*x + 1)+ReLU(1*y + 1)],[ReLU(1*x + 1)+ReLU(1*y + 1)],YES,,2682,
Gothenburgv21,1,openrouter,openai/gpt-5-mini,2026-03-16T06:58:45.968378,2026-03-16T06:59:09.233759,23.265381,"vars=['a', 'b', 'x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y + 1)],[ReLU(y + 1)],NO,,2633,
Gothenburgv21,2,openrouter,openai/gpt-5-mini,2026-03-16T06:59:12.799455,2026-03-16T06:59:34.694655,21.8952,"vars=['a', 'b', 'x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(1*y + 1)],[ReLU(1*y + 1)],NO,,3601,
Gothenburgv21,3,openrouter,openai/gpt-5-mini,2026-03-16T06:59:38.803019,2026-03-16T07:00:02.133355,23.330336,"vars=['a', 'b', 'x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(1*y + 1)],[ReLU(1*y + 1)],NO,,3246,
Gothenburgv21,4,openrouter,openai/gpt-5-mini,2026-03-16T07:00:05.816034,2026-03-16T07:00:22.156775,16.340741,"vars=['a', 'b', 'x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y)],[ReLU(y)],NO,,2745,
Gothenburgv21,5,openrouter,openai/gpt-5-mini,2026-03-16T07:00:25.476630,2026-03-16T07:00:48.551108,23.074478,"vars=['a', 'b', 'x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y + 1)],[ReLU(y + 1)],NO,,3254,
Gothenburgv21,6,openrouter,openai/gpt-5-mini,2026-03-16T07:00:52.002753,2026-03-16T07:01:10.537086,18.534333,"vars=['a', 'b', 'x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y)],[ReLU(y)],NO,,2880,
Gothenburgv21,7,openrouter,openai/gpt-5-mini,2026-03-16T07:01:13.974502,2026-03-16T07:01:32.822669,18.848167,"vars=['a', 'b', 'x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(1*y + 1)],[ReLU(1*y + 1)],NO,,2894,
Gothenburgv21,8,openrouter,openai/gpt-5-mini,2026-03-16T07:01:36.301176,2026-03-16T07:01:51.652177,15.351001,"vars=['a', 'b', 'x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y)],[ReLU(y)],NO,,2731,
Gothenburgv21,9,openrouter,openai/gpt-5-mini,2026-03-16T07:01:55.053661,2026-03-16T07:02:18.213715,23.160054,"vars=['a', 'b', 'x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y + 1)],[ReLU(y + 1)],NO,,3308,
Gothenburgv21,10,openrouter,openai/gpt-5-mini,2026-03-16T07:02:21.685014,2026-03-16T07:02:43.522667,21.837653,"vars=['a', 'b', 'x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y+1)],[ReLU(y+1)],NO,,3181,
LobnyaBooleanReordered2,1,openrouter,openai/gpt-5-mini,2026-03-16T07:02:47.339075,2026-03-16T07:03:52.954189,65.615114,"vars=['x', 'b'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x + 1), ReLU(b) + ReLU(-1*b)]","[ReLU(x + 1), ReLU(b) + ReLU(-1*b)]",YES,,4686,
McCarthy91Iteration,1,openrouter,openai/gpt-5-mini,2026-03-16T07:03:56.565335,2026-03-16T07:05:46.263705,109.69837,"vars=['n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(10*c - 1*n), ReLU(1*c) + ReLU(101 - 1*n)]","[ReLU(10*c - 1*n), ReLU(1*c) + ReLU(101 - 1*n)]",NO,"{
  ""n"": 100
}",7073,
McCarthy91Iteration,2,openrouter,openai/gpt-5-mini,2026-03-16T07:05:49.715807,2026-03-16T07:06:15.110631,25.394824,"vars=['n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(101 - n), ReLU(c)]","[ReLU(101 - n), ReLU(c)]",NO,"{
  ""n"": 0
}",3223,
McCarthy91Iteration,3,openrouter,openai/gpt-5-mini,2026-03-16T07:06:19.887283,2026-03-16T07:07:11.718867,51.831584,"vars=['n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(-1*n + 101), ReLU(1*c - 1)]","[ReLU(-1*n + 101), ReLU(1*c - 1)]",NO,"{
  ""n"": 112
}",4693,
McCarthy91Iteration,4,openrouter,openai/gpt-5-mini,2026-03-16T07:07:15.149045,2026-03-16T07:08:21.531112,66.382067,"vars=['n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(10*c - n), ReLU(c)]","[ReLU(10*c - n), ReLU(c)]",NO,"{
  ""n"": 11
}",5505,
McCarthy91Iteration,5,openrouter,openai/gpt-5-mini,2026-03-16T07:08:24.898158,2026-03-16T07:09:52.516252,87.618094,"vars=['n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(-1*n + 10*c + 91), ReLU(1*c)]","[ReLU(-1*n + 10*c + 91), ReLU(1*c)]",YES,,7707,
MenloPark,1,openrouter,openai/gpt-5-mini,2026-03-16T07:09:55.930390,2026-03-16T07:10:28.879055,32.948665,"vars=['x', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],NO,"{
  ""x"": 0
}",3524,
MenloPark,2,openrouter,openai/gpt-5-mini,2026-03-16T07:10:32.232262,2026-03-16T07:12:00.492448,88.260186,"vars=['x', 'z'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - z), ReLU(y - 99)]","[ReLU(x - z), ReLU(y - 99)]",NO,"{
  ""x"": 0
}",7243,
MenloPark,3,openrouter,openai/gpt-5-mini,2026-03-16T07:12:04.917532,2026-03-16T07:12:40.275840,35.358308,"vars=['x', 'z'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 100)],[ReLU(x + 100)],NO,"{
  ""x"": 0
}",3836,
MenloPark,4,openrouter,openai/gpt-5-mini,2026-03-16T07:12:43.383230,2026-03-16T07:13:22.990184,39.606954,"vars=['x', 'z'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 1)],[ReLU(x + 1)],NO,"{
  ""x"": 0
}",3637,
MenloPark,5,openrouter,openai/gpt-5-mini,2026-03-16T07:13:27.454137,2026-03-16T07:14:08.208767,40.75463,"vars=['x', 'z'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 1)],[ReLU(x + 1)],NO,"{
  ""x"": 0
}",4555,
MenloPark,6,openrouter,openai/gpt-5-mini,2026-03-16T07:14:11.853287,2026-03-16T07:14:37.887826,26.034539,"vars=['x', 'z'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x+1)],[ReLU(x+1)],NO,"{
  ""x"": 0
}",3415,
MenloPark,7,openrouter,openai/gpt-5-mini,2026-03-16T07:14:41.900986,2026-03-16T07:16:14.240387,92.339401,"vars=['x', 'z'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 1)],[ReLU(x + 1)],NO,"{
  ""x"": 0
}",6174,
MenloPark,8,openrouter,openai/gpt-5-mini,2026-03-16T07:16:19.271787,2026-03-16T07:16:50.486734,31.214947,"vars=['x', 'z'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 1)],[ReLU(x + 1)],NO,"{
  ""x"": 0
}",3514,
MenloPark,9,openrouter,openai/gpt-5-mini,2026-03-16T07:16:55.343370,2026-03-16T07:18:10.045460,74.70209,"vars=['x', 'z'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 1)],[ReLU(x + 1)],NO,"{
  ""x"": 0
}",6439,
MenloPark,10,openrouter,openai/gpt-5-mini,2026-03-16T07:18:14.592706,2026-03-16T07:18:52.979697,38.386991,"vars=['x', 'z'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 1)],[ReLU(x + 1)],NO,"{
  ""x"": 0
}",4220,
Mysore2,1,openrouter,openai/gpt-5-mini,2026-03-16T07:18:57.573962,2026-03-16T07:19:17.001409,19.427447,"vars=['c', 'x'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + c)],[ReLU(x + c)],YES,,2791,
Nyala2lex2,1,openrouter,openai/gpt-5-mini,2026-03-16T07:19:20.653474,2026-03-16T07:19:42.335912,21.682438,"vars=['x', 'y', 'n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(1*x + 1), ReLU(1*y + 0)]","[ReLU(1*x + 1), ReLU(1*y + 0)]",YES,,3377,
Parallel,1,openrouter,openai/gpt-5-mini,2026-03-16T07:19:46.362863,2026-03-16T07:19:56.900677,10.537814,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x+1), ReLU(y+1)]","[ReLU(x+1), ReLU(y+1)]",YES,,2292,
Piecewise,1,openrouter,openai/gpt-5-mini,2026-03-16T07:20:00.311337,2026-03-16T07:21:21.820092,81.508755,"vars=['q', 'p', 'n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(q - n), ReLU(p - n)]","[ReLU(q - n), ReLU(p - n)]",NO,"{
  ""p"": 0,
  ""q"": 0,
  ""n"": 0
}",5952,
Piecewise,2,openrouter,openai/gpt-5-mini,2026-03-16T07:21:25.826964,2026-03-16T07:22:47.778557,81.951593,"vars=['q', 'p', 'n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(q - n) + ReLU(p - n), ReLU(q) + ReLU(p)]","[ReLU(q - n) + ReLU(p - n), ReLU(q) + ReLU(p)]",NO,"{
  ""p"": 0,
  ""q"": 0,
  ""n"": 0
}",7823,
Piecewise,3,openrouter,openai/gpt-5-mini,2026-03-16T07:22:51.690768,2026-03-16T07:24:58.629580,126.938812,"vars=['q', 'p', 'n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(q - n), ReLU(p - n), ReLU(q) + ReLU(p)]","[ReLU(q - n), ReLU(p - n), ReLU(q) + ReLU(p)]",NO,"{
  ""p"": 0,
  ""q"": 0,
  ""n"": 0
}",11975,
Piecewise,4,openrouter,openai/gpt-5-mini,2026-03-16T07:25:03.313936,2026-03-16T07:25:38.480316,35.16638,"vars=['q', 'p', 'n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(q) + ReLU(p) - ReLU(q - p) - ReLU(p - q)],[ReLU(q) + ReLU(p) - ReLU(q - p) - ReLU(p - q)],YES,,4746,
Pure2Phase1,1,openrouter,openai/gpt-5-mini,2026-03-16T07:25:42.595637,2026-03-16T07:26:18.656083,36.060446,"vars=['y', 'z', 'n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(y), ReLU(z + 1)]","[ReLU(y), ReLU(z + 1)]",YES,,4103,
Pure3Phase1,1,openrouter,openai/gpt-5-mini,2026-03-16T07:26:22.703556,2026-03-16T07:27:07.829632,45.126076,"vars=['x', 'y', 'z', 'n', 't'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(1*x + 65536*z + 65536), ReLU(1*z + 65536)]","[ReLU(1*x + 65536*z + 65536), ReLU(1*z + 65536)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""z"": 65537,
  ""n"": 0
}",6215,
Pure3Phase1,2,openrouter,openai/gpt-5-mini,2026-03-16T07:27:12.754639,2026-03-16T07:28:16.615253,63.860614,"vars=['x', 'y', 'z', 'n', 't'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(z - n + 65536)],[ReLU(z - n + 65536)],NO,"{
  ""x"": 0,
  ""y"": 1,
  ""z"": 1,
  ""n"": 65538
}",7309,
Pure3Phase1,3,openrouter,openai/gpt-5-mini,2026-03-16T07:28:20.265766,2026-03-16T07:28:55.714760,35.448994,"vars=['x', 'y', 'z', 'n', 't'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(z + 65536), ReLU(x + 1)]","[ReLU(z + 65536), ReLU(x + 1)]",YES,,4661,
Singapore2,1,openrouter,openai/gpt-5-mini,2026-03-16T07:28:59.213002,2026-03-16T07:30:22.431440,83.218438,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x + y + 65536), ReLU(x)]","[ReLU(x + y + 65536), ReLU(x)]",NO,"{
  ""x"": 1,
  ""y"": 1
}",9828,
Singapore2,2,openrouter,openai/gpt-5-mini,2026-03-16T07:30:26.201565,2026-03-16T07:31:12.414518,46.212953,"vars=['x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(x + y + 2)]","[ReLU(x), ReLU(x + y + 2)]",NO,"{
  ""x"": 1,
  ""y"": 1
}",6289,
Singapore2,3,openrouter,openai/gpt-5-mini,2026-03-16T07:31:16.227060,2026-03-16T07:31:44.948678,28.721618,"vars=['x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(1*x), ReLU(1*y + 65536)]","[ReLU(1*x), ReLU(1*y + 65536)]",NO,"{
  ""x"": 1,
  ""y"": 1
}",4384,
Singapore2,4,openrouter,openai/gpt-5-mini,2026-03-16T07:31:51.170984,2026-03-16T07:32:23.115111,31.944127,"vars=['x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + y + 65535)],[ReLU(x + y + 65535)],NO,"{
  ""x"": 1,
  ""y"": 1
}",5034,
Singapore2,5,openrouter,openai/gpt-5-mini,2026-03-16T07:32:27.050700,2026-03-16T07:32:53.558438,26.507738,"vars=['x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y + 65535)],[ReLU(y + 65535)],YES,,4079,
Stockholm1,1,openrouter,openai/gpt-5-mini,2026-03-16T07:32:57.341769,2026-03-16T07:33:08.035753,10.693984,"vars=['x', 'a', 'b'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x+1)],[ReLU(x+1)],YES,,2251,
TelAvivAmirMinimum,1,openrouter,openai/gpt-5-mini,2026-03-16T07:33:11.466488,2026-03-16T07:33:46.016273,34.549785,"vars=['x', 'y', 'n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)+ReLU(y)-ReLU(x-y)-ReLU(y-x)],[ReLU(x)+ReLU(y)-ReLU(x-y)-ReLU(y-x)],YES,,4401,
Thun2,1,openrouter,openai/gpt-5-mini,2026-03-16T07:33:49.824949,2026-03-16T07:34:24.613268,34.788319,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(3*x + y + 1), ReLU(x)]","[ReLU(3*x + y + 1), ReLU(x)]",YES,,4853,
ToulouseBranchesToLoop2,1,openrouter,openai/gpt-5-mini,2026-03-16T07:34:28.001535,2026-03-16T07:36:01.175787,93.174252,"vars=['y', 'z', 'n', 't'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(100 - y), ReLU(100 - z)]","[ReLU(100 - y), ReLU(100 - z)]",NO,"{
  ""y"": 1,
  ""z"": 0,
  ""n"": 0
}",9218,
ToulouseBranchesToLoop2,2,openrouter,openai/gpt-5-mini,2026-03-16T07:36:04.554782,2026-03-16T07:37:43.509831,98.955049,"vars=['y', 'z', 'n', 't'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(200000000*x - y - 199999900), ReLU(-200000000*x - z - 199999900)]","[ReLU(200000000*x - y - 199999900), ReLU(-200000000*x - z - 199999900)]",YES,,11010,
ToulouseMultiBranchesToLoop2,1,openrouter,openai/gpt-5-mini,2026-03-16T07:37:47.046670,2026-03-16T07:39:01.457652,74.410982,"vars=['y', 'z', 'n', 't'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(100 - y), ReLU(100 - z)]","[ReLU(100 - y), ReLU(100 - z)]",NO,"{
  ""y"": 9,
  ""z"": 92,
  ""n"": 0
}",9343,
ToulouseMultiBranchesToLoop2,2,openrouter,openai/gpt-5-mini,2026-03-16T07:39:07.533062,2026-03-16T07:40:04.460517,56.927455,"vars=['y', 'z', 'n', 't'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(30000000*x - 1*y + 100), ReLU(-30000000*x - 1*z + 100)]","[ReLU(30000000*x - 1*y + 100), ReLU(-30000000*x - 1*z + 100)]",YES,,8106,
Waldkirch,1,openrouter,openai/gpt-5-mini,2026-03-16T07:40:07.951344,2026-03-16T07:40:13.841481,5.890137,"vars=['x'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 1)],[ReLU(x + 1)],YES,,2050,
WhileFalse,1,openrouter,openai/gpt-5-mini,2026-03-16T07:40:16.964145,2026-03-16T07:40:29.475533,12.511388,"vars=['x'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],YES,,2255,
easy1,1,openrouter,openai/gpt-5-mini,2026-03-16T07:40:32.607556,2026-03-16T07:40:46.273576,13.66602,"vars=['z', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(40 - 1*x)],[ReLU(40 - 1*x)],YES,,2502,
easy22,1,openrouter,openai/gpt-5-mini,2026-03-16T07:40:49.597818,2026-03-16T07:40:58.267480,8.669662,"vars=['z', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(1*z + 0)],[ReLU(1*z + 0)],YES,,2212,
Bresenham1botht,1,openrouter,openai/gpt-5-mini,2026-03-16T07:41:01.817170,2026-03-16T07:41:44.953423,43.136253,"vars=['X', 'Y', 'v', 'x', 'y', 'c', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k - (2*Y*x - 2*X*y - X + 2*Y - v + c))],[ReLU(k - (2*Y*x - 2*X*y - X + 2*Y - v + c))],PARSE_FAILED,,5233,
Bresenham1botht,2,openrouter,openai/gpt-5-mini,2026-03-16T07:41:44.972386,2026-03-16T07:42:12.968525,27.996139,"vars=['X', 'Y', 'v', 'x', 'y', 'c', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k - c + 1)],[ReLU(k - c + 1)],YES,,4646,
Cohencu1botht,1,openrouter,openai/gpt-5-mini,2026-03-16T07:42:17.075982,2026-03-16T07:42:33.601246,16.525264,"vars=['a', 'n', 'x', 'y', 'z', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(1*k - 6*n)],[ReLU(1*k - 6*n)],YES,,3041,
Cohencu2botht,1,openrouter,openai/gpt-5-mini,2026-03-16T07:42:37.486472,2026-03-16T07:43:02.534162,25.04769,"vars=['a', 'n', 'x', 'y', 'z', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k - n)],[ReLU(k - n)],YES,,3312,
Cohencu3botht,1,openrouter,openai/gpt-5-mini,2026-03-16T07:43:06.811343,2026-03-16T07:44:18.687404,71.876061,"vars=['a', 'n', 'x', 'y', 'z', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k - n)],[ReLU(k - n)],YES,,8275,
Cohencu4botht,1,openrouter,openai/gpt-5-mini,2026-03-16T07:44:22.940942,2026-03-16T07:45:02.008770,39.067828,"vars=['a', 'n', 'x', 'y', 'z', 'c', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(k - c), ReLU(100000 - z)]","[ReLU(k - c), ReLU(100000 - z)]",YES,,5162,
Cohencu5botht,1,openrouter,openai/gpt-5-mini,2026-03-16T07:45:06.243513,2026-03-16T07:45:25.908701,19.665188,"vars=['a', 'n', 'x', 'y', 'z', 'c', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(k - c)],[ReLU(k - c)],YES,,3521,
Cohencu6botht,1,openrouter,openai/gpt-5-mini,2026-03-16T07:45:32.743761,2026-03-16T07:46:09.296872,36.553111,"vars=['a', 'n', 'x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(-z)],[ReLU(-z)],YES,,5629,
Cohencu7botht,1,openrouter,openai/gpt-5-mini,2026-03-16T07:46:13.227418,2026-03-16T07:47:21.550657,68.323239,"vars=['a', 'n', 'x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(-z), ReLU(1000000000 - n)]","[ReLU(-z), ReLU(1000000000 - n)]",YES,,7657,
Dijkstra1botht,1,openrouter,openai/gpt-5-mini,2026-03-16T07:47:25.132353,2026-03-16T07:48:22.624414,57.492061,"vars=['n', 'p', 'q', 'r', 'h'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(r), ReLU(n - q)]","[ReLU(r), ReLU(n - q)]",YES,,6519,
Dijkstra2botht,1,openrouter,openai/gpt-5-mini,2026-03-16T07:48:26.969750,2026-03-16T07:49:27.421241,60.451491,"vars=['n', 'p', 'q', 'r', 'h', 'c', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(q)+ReLU(-1*q),ReLU(k+1-c)]","[ReLU(q)+ReLU(-1*q),ReLU(k+1-c)]",YES,,5361,
Dijkstra3botht,1,openrouter,openai/gpt-5-mini,2026-03-16T07:49:31.728602,2026-03-16T07:50:07.511007,35.782405,"vars=['n', 'p', 'q', 'r', 'h', 'c', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(q), ReLU(p), ReLU(k - c + 1)]","[ReLU(q), ReLU(p), ReLU(k - c + 1)]",YES,,4126,
Dijkstra4botht,1,openrouter,openai/gpt-5-mini,2026-03-16T07:50:11.810135,2026-03-16T07:51:16.073915,64.26378,"vars=['n', 'p', 'q', 'r', 'h', 'c', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(q), ReLU(k - c)]","[ReLU(q), ReLU(k - c)]",YES,,5875,
Dijkstra5botht,1,openrouter,openai/gpt-5-mini,2026-03-16T07:51:21.120284,2026-03-16T07:52:12.077690,50.957406,"vars=['n', 'p', 'q', 'r', 'h', 'c', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(q), ReLU(p), ReLU(k - c)]","[ReLU(q), ReLU(p), ReLU(k - c)]",YES,,3505,
Dijkstra6botht,1,openrouter,openai/gpt-5-mini,2026-03-16T07:52:15.889745,2026-03-16T07:53:00.481104,44.591359,"vars=['n', 'p', 'q', 'r', 'h', 'c', 'k'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(q), ReLU(k + 1 - c)]","[ReLU(q), ReLU(k + 1 - c)]",YES,,4308,
Egcdbotht,1,openrouter,openai/gpt-5-mini,2026-03-16T07:53:04.883946,2026-03-16T07:53:50.799639,45.915693,"vars=['a', 'b', 'p', 'q', 'r', 's', 'x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(a), ReLU(b)]","[ReLU(a), ReLU(b)]",NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""s"": 1,
  ""x"": 1,
  ""y"": 1
}",4412,
Egcdbotht,2,openrouter,openai/gpt-5-mini,2026-03-16T07:53:54.852749,2026-03-16T07:55:34.936567,100.083818,"vars=['a', 'b', 'p', 'q', 'r', 's', 'x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(a + b), ReLU(p - q) + ReLU(q - p) + ReLU(r - s) + ReLU(s - r)]","[ReLU(a + b), ReLU(p - q) + ReLU(q - p) + ReLU(r - s) + ReLU(s - r)]",NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""s"": 1,
  ""x"": 1,
  ""y"": 1
}",7513,
Egcdbotht,3,openrouter,openai/gpt-5-mini,2026-03-16T07:55:38.983396,2026-03-16T07:56:53.035952,74.052556,"vars=['a', 'b', 'p', 'q', 'r', 's', 'x', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(1*a + 1*b), ReLU(1*p) + ReLU(1*q) + ReLU(1*r) + ReLU(1*s)]","[ReLU(1*a + 1*b), ReLU(1*p) + ReLU(1*q) + ReLU(1*r) + ReLU(1*s)]",YES,,6777,
Egcd2botht,1,openrouter,openai/gpt-5-mini,2026-03-16T07:56:58.236220,2026-03-16T07:57:44.654577,46.418357,"vars=['a', 'b', 'p', 'q', 'r', 's', 'c', 'k', 'temp'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(a - 1), ReLU(c - 1)]","[ReLU(a - 1), ReLU(c - 1)]",NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""temp"": 0,
  ""s"": 1,
  ""c"": 0,
  ""k"": 0
}",4472,
